-0.0157081838723,57.9730826017,74.8748250724
-0.0147834663755,57.5756995041,74.6464103014
-0.0138894691272,57.1752924666,74.4183479847
-0.0130251012526,56.7719514691,74.190594967
-0.0121892507698,56.3657664919,73.9631080931
-0.011380795902,55.9568275149,73.7358442077
-0.0105986146204,55.5452245182,73.5087601555
-0.00984159262821,55.1310474819,73.2818127812
-0.00910862997574,54.7143863862,73.0549589295
-0.00839864648372,54.2953312109,72.8281554451
-0.00771058613164,53.8739719363,72.6013591727
-0.00704342055407,53.4503985424,72.374526957
-0.00639615177174,53.0247010092,72.1476156428
-0.00576781426997,52.5969693169,71.9205820748
-0.00515747652386,52.1672934455,71.6933830976
-0.00456424205749,51.735763375,71.465975556
-0.00398725011353,51.3024690857,71.2383162946
-0.00342567599962,50.8675005575,71.0103621583
-0.00287873116917,50.4309477705,70.7820699917
-0.00234566308621,49.9929007047,70.5533966394
-0.00182575491702,49.5534493403,70.3242989463
-0.00131832508492,49.1126836574,70.0947337571
-0.000822726719508,48.670693636,69.8646579163
-0.000338347026393,48.2275692561,69.6340282688
0.000135393400383,47.7834004979,69.4028016593
0.00059904130476,47.3382773414,69.1709349325
0.00105311151869,46.8922897667,68.938384933
0.00149808772327,46.4455277538,68.7051085056
0.00193442321087,45.9980812829,68.471062495
0.00236254164023,45.5500403341,68.236203746
0.0027828377783,45.1014948873,68.0004891031
0.00319567822428,44.6525349226,67.7638754112
0.00360140211232,44.2032504202,67.5263195149
0.00400032179102,43.7537313602,67.287778259
0.00439272347842,43.3040677225,67.0482084881
0.00477886789228,42.8543494872,66.807567047
0.00515899085618,42.4046666345,66.5658107803
0.00553330388259,41.9551091444,66.3228965329
0.00590199473455,41.505766997,66.0787811494
0.0062652279683,41.0567301723,65.8334214744
0.00662314545927,40.6080886504,65.5867743528
0.00697586691459,40.1599324114,65.3387966292
0.00732349037521,39.7123514355,65.0894451483
0.00766609271121,39.2654357025,64.8386767549
0.00800373011391,38.8192751927,64.5864482937
0.00833643858862,38.373959886,64.3327166093
0.00866423445203,37.9295797626,64.0774385465
0.00898711483807,37.4862248026,63.8205709499
0.00930505821641,37.0439849859,63.5620706644
0.00961802492732,36.6029502928,63.3018945346
0.00992595773715,36.1632107032,63.0399994051
