"Format","MoTeC CSV File",,,"Workbook","GPS"
"Venue","AutoX_FSA2015",,,"Worksheet","Worksheet (1)"
"Vehicle","GFR15e",,,"Vehicle Desc",""
"Driver","Tim Fritz",,,"Engine ID",""
"Device","ADL"
"Comment","AutoX",,,"Session",""
"Log Date","12.08.2015",,,"Origin Time","0,000","s"
"Log Time","19:23:36",,,"Start Time","0,000","s"
"Sample Rate","25,000","Hz",,"End Time","268,000","s"
"Duration","268,000","s",,"Start Distance","0","m"
"Range","No Lap (selection)",,,"End Distance","2073","m"


"Time","Giga DrivenDistance [m]","Giga VehicleSpeed [km/h]"
"s","m","km/h"


"89,560","6","3,8"
"89,600","6","4,2"
"89,640","6","4,6"
"89,680","6","4,9"
"89,720","6","5,2"
"89,760","6","5,6"
"89,800","6","5,8"
"89,840","6","6,2"
"89,880","6","6,5"
"89,920","6","6,8"
"89,960","6","7,0"
"90,000","6","7,4"
"90,040","6","7,6"
"90,080","6","7,9"
"90,120","6","8,2"
"90,160","7","8,4"
"90,200","7","8,8"
"90,240","7","8,8"
"90,280","7","9,1"
"90,320","7","9,4"
"90,360","7","9,6"
"90,400","7","10,0"
"90,440","7","10,2"
"90,480","8","10,3"
"90,520","8","10,6"
"90,560","8","11,0"
"90,600","8","11,1"
"90,640","8","11,2"
"90,680","8","11,5"
"90,720","8","11,8"
"90,760","8","11,8"
"90,800","8","12,0"
"90,840","8","12,1"
"90,880","9","12,2"
"90,920","9","12,4"
"90,960","9","12,5"
"91,000","9","12,6"
"91,040","9","12,7"
"91,080","9","12,7"
"91,120","9","12,8"
"91,160","10","13,0"
"91,200","10","13,0"
"91,240","10","13,2"
"91,280","10","13,4"
"91,320","10","13,4"
"91,360","11","13,5"
"91,400","11","13,6"
"91,440","11","13,6"
"91,480","11","13,8"
"91,520","11","13,8"
"91,560","11","13,8"
"91,600","11","14,0"
"91,640","11","14,0"
"91,680","12","13,9"
"91,720","12","14,0"
"91,760","12","14,0"
"91,800","12","14,0"
"91,840","12","13,9"
"91,880","12","14,0"
"91,920","12","13,9"
"91,960","13","13,8"
"92,000","13","13,9"
"92,040","13","13,8"
"92,080","13","13,9"
"92,120","13","13,9"
"92,160","14","13,8"
"92,200","14","13,9"
"92,240","14","13,8"
"92,280","14","14,0"
"92,320","14","13,9"
"92,360","14","13,9"
"92,400","14","13,8"
"92,440","14","13,8"
"92,480","15","13,8"
"92,520","15","13,8"
"92,560","15","13,8"
"92,600","15","13,8"
